,Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Date,Cancellation Date
11795,154480,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,102385.0,Single,Star,2735.47,Standard,2014-09-01,
11796,578751,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,104500.0,Married,Star,2735.54,Standard,2015-05-01,2016-01-01
11797,930921,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,104500.0,Married,Star,2735.54,Standard,2014-05-01,
11798,349115,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,142291.0,Married,Star,2736.35,Standard,2014-11-01,
11799,492695,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,81177.0,Married,Star,7720.16,2018 Promotion,2018-02-01,
11800,984290,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,60805.0,Married,Star,2736.53,Standard,2017-11-01,
11801,765877,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,89634.0,Married,Star,2736.94,Standard,2014-02-01,
11802,937065,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,89634.0,Married,Star,2736.94,Standard,2013-09-01,2018-11-01
11803,497070,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Star,2739.06,Standard,2018-07-01,
11804,379120,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,55642.0,Married,Star,2742.8,Standard,2016-04-01,
11805,881628,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,79118.0,Married,Star,2742.84,Standard,2017-08-01,2018-04-01
11806,388478,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,89856.0,Divorced,Star,2744.08,Standard,2017-07-01,
11807,756892,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,101166.0,Divorced,Star,2744.52,Standard,2015-11-01,
11808,727179,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,99050.0,Married,Star,2745.13,Standard,2018-10-01,
11809,515718,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,64975.0,Married,Star,2745.25,Standard,2018-10-01,
11810,135635,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Married,Star,2746.08,Standard,2014-03-01,2015-07-01
11811,577322,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Star,2746.08,Standard,2012-04-01,
11812,373144,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,2746.9,Standard,2014-05-01,
11813,790740,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,2747.77,Standard,2018-07-01,
11814,596462,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Divorced,Star,7757.13,2018 Promotion,2018-03-01,
11815,976636,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Star,2749.19,Standard,2014-08-01,2018-10-01
11816,117219,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,69803.0,Divorced,Star,2750.71,Standard,2014-10-01,
11817,388156,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,69803.0,Divorced,Star,2750.71,Standard,2015-05-01,
11818,866168,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,63068.0,Married,Star,2751.37,Standard,2014-02-01,
11819,348723,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,53045.0,Single,Star,2753.31,Standard,2012-05-01,
11820,724028,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,50311.0,Married,Star,2754.46,Standard,2017-06-01,
11821,468310,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,60732.0,Married,Star,2755.22,Standard,2014-08-01,
11822,615678,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,68237.0,Divorced,Star,2755.75,Standard,2017-09-01,
11823,745454,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,68237.0,Divorced,Star,2755.75,Standard,2018-07-01,
11824,612294,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,63767.0,Married,Star,2756.47,Standard,2017-07-01,
11825,163757,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,62886.0,Single,Star,2756.54,Standard,2015-11-01,
11826,962730,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,68797.0,Married,Star,2757.38,Standard,2015-10-01,
11827,954773,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,200870.0,Married,Star,2758.33,Standard,2013-02-01,2015-11-01
11828,348047,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,80051.0,Married,Star,2758.5,Standard,2015-06-01,
11829,474779,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,79023.0,Married,Star,2759.62,Standard,2017-07-01,
11830,200067,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,99444.0,Married,Star,2759.98,Standard,2015-10-01,
11831,299204,Canada,Ontario,Toronto,M8Y 4K8,Male,Master,67462.0,Divorced,Star,7805.31,2018 Promotion,2018-03-01,
11832,402918,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,99444.0,Married,Star,2759.98,Standard,2018-11-01,
11833,739005,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,99444.0,Married,Star,2759.98,Standard,2016-08-01,
11834,805431,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,99444.0,Married,Star,2759.98,Standard,2014-04-01,
11835,442304,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Star,2761.69,Standard,2014-06-01,
11836,475034,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,47230.0,Married,Star,7824.49,2018 Promotion,2018-04-01,2018-12-01
11837,940187,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,44062.0,Married,Star,7943.51,2018 Promotion,2018-04-01,2018-12-01
11838,445746,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,71555.0,Divorced,Star,2764.02,Standard,2013-07-01,
11839,860809,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,56667.0,Married,Star,2764.03,Standard,2016-09-01,
11840,211475,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,55023.0,Married,Star,2764.8,Standard,2017-09-01,
11841,422989,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,60917.0,Married,Star,2769.73,Standard,2017-04-01,2017-12-01
11842,333773,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,68546.0,Single,Star,2771.05,Standard,2016-07-01,
11843,443198,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,68546.0,Single,Star,2771.05,Standard,2017-11-01,
11844,490563,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,68546.0,Single,Star,2771.05,Standard,2012-09-01,
11845,501569,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,68546.0,Single,Star,2771.05,Standard,2016-12-01,2017-08-01
11846,927305,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,68546.0,Single,Star,2771.05,Standard,2017-02-01,
11847,473410,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,75706.0,Married,Star,2771.66,Standard,2016-05-01,
11848,833221,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,75706.0,Married,Star,2771.66,Standard,2018-01-01,
11849,568594,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,90200.0,Divorced,Star,2772.44,Standard,2012-12-01,
11850,802958,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,54302.0,Married,Star,2772.84,Standard,2014-04-01,2015-12-01
11851,462497,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,85674.0,Married,Star,2773.46,Standard,2016-04-01,2016-05-01
11852,216946,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,2776.32,Standard,2017-05-01,
11853,368669,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,69215.0,Divorced,Star,2776.58,Standard,2018-11-01,
11854,892701,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,2776.63,Standard,2012-06-01,
11855,980761,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,83710.0,Married,Star,2776.77,Standard,2015-10-01,
11856,861330,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,79786.0,Married,Star,2777.34,Standard,2018-05-01,
11857,743018,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,80224.0,Married,Star,2778.32,Standard,2016-02-01,
11858,945430,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,85742.0,Single,Star,2778.9,Standard,2014-04-01,
11859,996984,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,176843.0,Divorced,Star,2780.2,Standard,2018-07-01,
11860,745830,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,101381.0,Married,Star,2780.73,Standard,2012-04-01,
11861,187618,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,96816.0,Married,Star,2780.85,Standard,2018-07-01,
11862,294334,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,77134.0,Divorced,Star,2784.97,Standard,2016-07-01,
11863,793126,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,68389.0,Married,Star,7996.01,2018 Promotion,2018-04-01,
11864,143981,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,100918.0,Divorced,Star,2786.66,Standard,2014-12-01,
11865,607489,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,57464.0,Married,Star,2787.54,Standard,2017-02-01,
11866,827339,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,50655.0,Married,Star,2789.75,Standard,2012-11-01,
11867,343383,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,71335.0,Married,Star,2790.68,Standard,2012-08-01,
11868,239749,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Divorced,Star,8007.4,2018 Promotion,2018-04-01,2018-12-01
11869,562093,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Star,2791.91,Standard,2016-10-01,
11870,616857,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,2791.91,Standard,2017-02-01,
11871,259878,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,48317.0,Single,Star,2792.01,Standard,2017-05-01,
11872,557996,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,48317.0,Single,Star,2792.01,Standard,2017-01-01,
11873,387648,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,61018.0,Single,Star,2794.91,Standard,2015-12-01,
11874,908801,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Married,Star,2795.32,Standard,2018-08-01,
11875,781621,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,82989.0,Married,Star,2795.55,Standard,2013-03-01,
11876,669222,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,71900.0,Married,Star,2796.87,Standard,2014-12-01,
11877,481105,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,82839.0,Married,Star,2797.67,Standard,2014-05-01,
11878,421923,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,67525.0,Divorced,Star,2798.83,Standard,2015-07-01,
11879,305287,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,89076.0,Married,Star,2799.47,Standard,2013-03-01,2017-04-01
11880,891335,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,57246.0,Married,Star,2802.62,Standard,2013-06-01,
11881,517087,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,76329.0,Married,Star,2803.6,Standard,2015-12-01,
11882,166693,Canada,Alberta,Edmonton,T9G 1W3,Male,High School or Below,67054.0,Married,Star,2803.92,Standard,2012-07-01,
11883,782549,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,67054.0,Married,Star,2803.92,Standard,2013-11-01,
11884,418166,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,58988.0,Single,Star,2806.7,Standard,2017-03-01,
11885,606396,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,8255.06,2018 Promotion,2018-04-01,2018-12-01
11886,162456,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,72157.0,Divorced,Star,2808.08,Standard,2013-10-01,
11887,851836,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,93006.0,Married,Star,2808.61,Standard,2015-06-01,
11888,981091,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,86578.0,Married,Star,2809.77,Standard,2015-07-01,
11889,299830,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,51510.0,Married,Star,2810.46,Standard,2016-02-01,
11890,369388,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,51510.0,Married,Star,2810.46,Standard,2018-11-01,
11891,399670,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,51510.0,Married,Star,2810.46,Standard,2013-08-01,
11892,860172,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,51510.0,Married,Star,2810.46,Standard,2014-01-01,
11893,864456,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,51510.0,Married,Star,2810.46,Standard,2017-08-01,
11894,123586,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,68785.0,Married,Star,2813.51,Standard,2014-11-01,2018-11-01
11895,516255,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,62075.0,Single,Star,2816.57,Standard,2013-06-01,
11896,666381,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,96898.0,Married,Star,2818.31,Standard,2014-12-01,
11897,648432,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,96350.0,Married,Star,2819.11,Standard,2017-08-01,
11898,714939,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,96350.0,Married,Star,2819.11,Standard,2013-06-01,
11899,502952,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,58143.0,Married,Star,2820.74,Standard,2018-07-01,
11900,414318,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,85573.0,Married,Star,2821.35,Standard,2013-10-01,
11901,184478,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Single,Star,2821.45,Standard,2017-11-01,
11902,242387,Canada,Ontario,Sudbury,M5V 1G5,Male,Doctor,355375.0,Married,Star,8438.46,2018 Promotion,2018-04-01,2018-12-01
11903,460025,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,49725.0,Married,Star,2823.5,Standard,2014-01-01,
11904,984115,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,92551.0,Married,Star,2824.68,Standard,2016-07-01,
11905,200877,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,79536.0,Married,Star,2826.31,Standard,2016-05-01,
11906,561251,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,79536.0,Married,Star,2826.31,Standard,2014-10-01,
11907,419182,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,46604.0,Married,Star,2827.44,Standard,2014-02-01,
11908,709726,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Star,2827.56,Standard,2012-04-01,
11909,794024,Canada,Yukon,Whitehorse,Y2K 6R0,Male,College,,Single,Star,2827.56,Standard,2013-05-01,
11910,975199,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,50830.0,Married,Star,2829.31,Standard,2014-06-01,
11911,680193,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,65099.0,Divorced,Star,2833.8,Standard,2012-05-01,
11912,150656,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,101286.0,Married,Star,2833.98,Standard,2017-10-01,
11913,201816,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,101286.0,Married,Star,2833.98,Standard,2013-08-01,
11914,351138,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,76565.0,Single,Star,2836.68,Standard,2014-07-01,
11915,860848,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,53304.0,Married,Star,2837.16,Standard,2015-09-01,
11916,355750,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Married,Star,2839.01,Standard,2016-07-01,
11917,432493,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Married,Star,2839.01,Standard,2015-08-01,
11918,494600,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,51724.0,Divorced,Star,2839.57,Standard,2014-10-01,
11919,996989,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,51724.0,Divorced,Star,2839.57,Standard,2017-06-01,
11920,874374,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70741.0,Divorced,Star,2839.8,Standard,2016-10-01,
11921,892616,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,56239.0,Married,Star,2839.81,Standard,2017-04-01,
11922,532334,Canada,Ontario,Toronto,M2M 6J7,Female,College,,Married,Star,2840.85,Standard,2016-01-01,2016-09-01
11923,321656,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,,Single,Star,2840.9,Standard,2018-12-01,
11924,532376,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,54205.0,Married,Star,2841.44,Standard,2018-07-01,
11925,274622,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,99688.0,Single,Star,2842.03,Standard,2018-09-01,
11926,207453,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,82703.0,Divorced,Star,2842.27,Standard,2016-05-01,
11927,384296,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,82703.0,Divorced,Star,2842.27,Standard,2014-12-01,2016-09-01
11928,819077,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,63952.0,Married,Star,2842.82,Standard,2015-05-01,
11929,677669,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,81631.0,Married,Star,2843.56,Standard,2014-10-01,2015-12-01
11930,460037,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,102416.0,Married,Star,2847.97,Standard,2017-12-01,2018-08-01
11931,933848,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Star,2851.65,Standard,2017-01-01,
11932,434802,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,51547.0,Married,Star,2852.53,Standard,2016-01-01,
11933,640110,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,51547.0,Married,Star,2852.53,Standard,2013-08-01,
11934,333694,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,79543.0,Married,Star,2853.37,Standard,2015-03-01,
11935,576176,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,95902.0,Divorced,Star,2853.6,Standard,2018-08-01,
11936,654073,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,83953.0,Married,Star,2854.11,Standard,2012-04-01,
11937,392802,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,104798.0,Married,Star,2855.69,Standard,2015-10-01,
11938,782241,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,69034.0,Divorced,Star,2855.93,Standard,2014-02-01,
11939,377114,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,99090.0,Married,Star,2857.11,Standard,2013-07-01,
11940,178409,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Divorced,Star,8714.92,2018 Promotion,2018-04-01,
11941,245289,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,91832.0,Married,Star,2858.29,Standard,2013-09-01,
11942,311795,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,61693.0,Married,Star,2858.45,Standard,2017-05-01,
11943,819969,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,61693.0,Married,Star,2858.45,Standard,2016-07-01,
11944,177993,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,69804.0,Married,Star,2859.41,Standard,2016-04-01,
11945,113184,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,104262.0,Single,Star,2859.8,Standard,2018-08-01,
11946,424027,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,65265.0,Divorced,Star,2860.44,Standard,2013-09-01,2014-10-01
11947,802206,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,52327.0,Divorced,Star,2860.75,Standard,2014-01-01,
11948,377247,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68737.0,Married,Star,2860.86,Standard,2014-01-01,
11949,589430,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,86081.0,Divorced,Star,2862.18,Standard,2016-11-01,2017-07-01
11950,500038,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,2864.09,Standard,2017-03-01,
11951,744138,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,98765.0,Divorced,Star,2864.54,Standard,2015-02-01,
11952,500767,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,261234.0,Married,Star,2866.6,Standard,2012-09-01,
11953,374679,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,91737.0,Married,Star,2866.78,Standard,2015-12-01,
11954,283110,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,99089.0,Married,Star,2867.21,Standard,2014-11-01,
11955,301112,Canada,Ontario,Toronto,P1J 8T7,Male,Master,112860.0,Divorced,Star,2867.31,Standard,2015-11-01,
11956,358979,Canada,Quebec,Montreal,H2Y 4R4,Male,Master,112860.0,Divorced,Star,2867.31,Standard,2012-09-01,
11957,429829,Canada,British Columbia,Vancouver,V1E 4R6,Female,Master,112860.0,Divorced,Star,2867.31,Standard,2015-12-01,
11958,773676,Canada,British Columbia,Vancouver,V5R 1W3,Male,Master,112860.0,Divorced,Star,2867.31,Standard,2018-10-01,
11959,981737,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,61210.0,Divorced,Star,2868.6,Standard,2017-03-01,
11960,538854,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,46142.0,Married,Star,2869.3,Standard,2015-09-01,
11961,918404,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,83842.0,Married,Star,2870.0,Standard,2013-06-01,2014-02-01
11962,973485,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83842.0,Married,Star,2870.0,Standard,2015-11-01,
11963,544690,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,100822.0,Married,Star,2871.15,Standard,2017-09-01,
11964,810755,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,49324.0,Married,Star,2871.44,Standard,2012-07-01,
11965,633202,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,90213.0,Single,Star,2872.67,Standard,2014-02-01,
11966,672431,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,58867.0,Married,Star,2872.98,Standard,2013-02-01,
11967,680181,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,56392.0,Married,Star,2874.09,Standard,2017-04-01,
11968,853603,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,61302.0,Divorced,Star,2876.82,Standard,2014-02-01,
11969,226643,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,60350.0,Divorced,Star,2877.81,Standard,2017-05-01,
11970,251081,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,89853.0,Married,Star,2878.77,Standard,2018-11-01,
11971,332711,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,62821.0,Divorced,Star,2879.51,Standard,2013-07-01,
11972,305857,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,96153.0,Married,Star,2882.35,Standard,2018-05-01,
11973,562084,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,96153.0,Married,Star,2882.35,Standard,2014-11-01,
11974,730901,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,77699.0,Married,Star,2885.33,Standard,2018-09-01,
11975,859176,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,99756.0,Married,Star,2885.41,Standard,2015-11-01,
11976,297218,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,70669.0,Single,Star,2886.23,Standard,2017-05-01,
11977,354176,Canada,Ontario,Toronto,M8Y 4K8,Female,Master,71038.0,Married,Star,2886.45,Standard,2014-06-01,2017-04-01
11978,547360,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,71038.0,Married,Star,2886.45,Standard,2017-03-01,
11979,773290,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,90879.0,Married,Star,2891.27,Standard,2014-02-01,
11980,569846,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,47990.0,Married,Star,2891.72,Standard,2017-12-01,
11981,763000,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,54156.0,Married,Star,2893.31,Standard,2017-03-01,2017-11-01
11982,707710,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,296657.0,Married,Star,8886.3,2018 Promotion,2018-03-01,
11983,235229,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,27603.0,Single,Star,9075.77,2018 Promotion,2018-02-01,
11984,190720,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,77135.0,Married,Star,2893.81,Standard,2013-10-01,
11985,292516,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,70451.0,Married,Star,2894.33,Standard,2018-09-01,
11986,355724,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70451.0,Married,Star,2894.33,Standard,2018-09-01,
11987,729418,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,84603.0,Married,Star,2895.21,Standard,2018-09-01,
11988,467249,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,65762.0,Married,Star,2895.52,Standard,2017-10-01,
11989,689112,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,65762.0,Married,Star,2895.52,Standard,2012-05-01,
11990,415862,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,56600.0,Divorced,Star,2896.92,Standard,2017-03-01,
11991,316082,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Star,2897.49,Standard,2013-02-01,
11992,671628,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,,Single,Star,2897.78,Standard,2017-10-01,
11993,632826,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Star,2898.73,Standard,2017-03-01,
11994,682571,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,56594.0,Divorced,Star,2899.32,Standard,2012-12-01,
11995,940200,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,76121.0,Married,Star,9152.49,2018 Promotion,2018-04-01,
11996,301152,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,49390.0,Married,Star,2902.62,Standard,2018-01-01,
11997,869672,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,9672.7,2018 Promotion,2018-04-01,
11998,150671,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,81492.0,Married,Star,2903.94,Standard,2015-01-01,2015-09-01
11999,891790,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,81492.0,Married,Star,2903.94,Standard,2013-06-01,
12000,295510,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,64929.0,Married,Star,2906.89,Standard,2017-09-01,
12001,375694,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,64929.0,Married,Star,2906.89,Standard,2012-08-01,
12002,182519,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69240.0,Divorced,Star,2907.9,Standard,2015-04-01,
12003,850170,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58173.0,Married,Star,2908.88,Standard,2016-10-01,2018-05-01
